Geometry,Merge number,Art Year,Major conservation,created date,last edited,Artist full name,List title,Short description,Tour card,Fact sheet URL,Photo quality,Video URL,Google map URL,Latitude,Longitude,photo caption,Photo alt,More Info URL,Related Project URL,Current Interest,Special Interest,Nearest Point of Interest,Zoom,Accession Number,Last name,First name,Series,Title,Featured,Display term,Detailed materials,Category,Object Type,Dimensions,Location,Additional Location Information,Actual address,Interior or Exterior,Location type,Location 2,Permission required,Permission type,Neighborhood,Tags keywords,tags keywords 2,Tour_Card,Conservation status,Temporary or permanent,Photo website,Theme Tags
POINT (-71.07650372036618 42.36646486955255),367,1992,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Nancy Webb,Untitled (Plants and Insects),,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_Treasure.pdf,,2.0,,"https://www.google.com/maps/search/?api=1&query=42.36646487,-71.07650372",42.36646487,-71.07650372,,,,,,,Lechmere,out,CAC.92.03,Webb,Nancy,Untitled,(Plants and Insects),no,,Bronze,Sculpture,Bronze Relief and Sculpture,Various sizes ranging from : 16”(h) x 25.5”(w) x 6”(d) and up to 15”(dia.),Charles Park,Intersection at Edwin H. Land Blvd. and Charles Street,,Exterior,Park,Park; Pathway,no,,East Cambridge,nature,insect; butterfly; plant; flower; nature; tiny; treasure; look close,Look Close! Find a Tiny Treasure,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_92_03_7_Webb.jpg,oceanic
POINT (-71.09757722051252 42.36938003965957),88,2002,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Mags Harries & Lajos Heder,Drawn Water (Valve plate),,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_Play.pdf,,2.0,,"https://www.google.com/maps/search/?api=1&query=42.36938004,-71.09757722",42.36938004,-71.09757722,,,,,,,Central,same,CAC.02.01j,Harries; Heder,Mags; Lajos,Drawn Water,(Valve plate),no,,Bronze,Sculpture,Bronze Relief,"8"""" (dia.)",Cambridgeport Elementary School,Bronze relief in sidewalk outside of building,89 Elm Street,Exterior,School,School; Public Building; Pathway,no,,The Port,water,water; ice; play; spirit; fun,This Way to Play,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/HarriesHeder_CAC0201j_Cambridgeport.jpg,nostalgia
POINT (-71.07659441943555 42.366099799942425),204,1992,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Nancy Webb,Untitled (Fritillary Butterfly),,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_Treasure.pdf,,2.0,,"https://www.google.com/maps/search/?api=1&query=42.3660998,-71.07659442",42.3660998,-71.07659442,,,,,,,Lechmere,in,CAC.92.03.5,Webb,Nancy,Untitled,(Fritillary Butterfly),no,,Bronze,Sculpture,Bronze Relief,Various sizes ranging from : 16”(h) x 25.5”(w) x 6”(d) and up to 15”(dia.),Charles Park,Intersection at Edwin H. Land Blvd. and Charles Street,,Exterior,Park,Park; Pathway,no,,East Cambridge,nature,insect; butterfly; nature; tiny; treasure; look close,Look Close! Find a Tiny Treasure,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_92_03_5_Webb.jpg,nostalgia
POINT (-71.07646418979228 42.366896449905326),219,1992,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Nancy Webb,Untitled (Bee),,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_Treasure.pdf,,2.0,,"https://www.google.com/maps/search/?api=1&query=42.36689645,-71.07646419",42.36689645,-71.07646419,,,,,,,Lechmere,in,CAC.92.03.19,Webb,Nancy,Untitled,(Bee),no,,Bronze,Sculpture,Bronze Relief,Various sizes ranging from : 16”(h) x 25.5”(w) x 6”(d) and up to 15”(dia.),Charles Park,Intersection at Edwin H. Land Blvd. and Charles Street,,Exterior,Park,Park; Pathway,no,,East Cambridge,nature,insect; bee; nature; tiny; treasure; look close,Look Close! Find a Tiny Treasure,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_92_03_19_Webb.jpg,oceanic
POINT (-71.11926034972335 42.38890768030463),105,2006,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Toshihiro Katayama,Porter Square Landscape Design (Portrait wall),,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_Color.pdf,,,,"https://www.google.com/maps/search/?api=1&query=42.38890768,-71.11926035",42.38890768,-71.11926035,,,,,,,Porter,in,CAC.06.01a,Katayama,Toshihiro,Porter Square Landscape Design,(Portrait wall),no,,Tnemec painted steel,Landscape,Metal,71.25”(h) x 47”(w) x 0.75” (d),Porter Square Shopping Center,Wall near Healthworks (directly across from the Porter Square T station),1931 Massachusetts Avenue,Exterior,Public Square,Public Square; Pathway,no,,North Cambridge,land design,abstract; land design; color; line; shape,Get a Blast of Local Color,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Katayama_CAC0601_PorterSquareLandscapeDesign.jpg,oceanic
POINT (-71.13540892022779 42.388916040019616),372,1993,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Mierle Ukeles,Turnaround/Surround,,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_Pedals.pdf,,2.0,,"https://www.google.com/maps/search/?api=1&query=42.38891604,-71.13540892",42.38891604,-71.13540892,,,,,,,Fresh Pond,out,CAC.99.10,Ukeles,Mierle,Turnaround/Surround,,no,,Various Materials,Landscape,Landscape Design; Sculpture,"288"""" diameter",Danehy Park,Thoughout hill,,Exterior,Park,Park; Playground,no,,Neighborhood Nine,land design,gathering; land design; bench; abstract; play; plant; nature; garden; recycle; biking; bike path,Push Those Pedals,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_99_10_1_Ukeles.jpg,memorial
POINT (-71.09577370980986 42.36652345030243),321,1983,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Jack Gregory & Joan Wye,Children's Collaborative Mural,,,,,,"https://www.google.com/maps/search/?api=1&query=42.36652345,-71.09577371",42.36652345,-71.09577371,,,,,,,Central,same,CAC.84.03a-b,Gregory: Wye,Jack; Joan,,Children's Collaborative Mural,no,,"Ceramic/clay tiles, glazed",Mosaic,Tile Mural,"44""""(h) x 96”(w) (each)",Fletcher-Maynard Academy,"1st floor, rear entry doorway",225 Windsor Street,Interior,School,School; Public Building,yes,"Call Public Art Administrator, 617-349-4388",The Port,children,children; play; insect,,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/cac_84_03a_gregorywye.jpg,sentimental
POINT (-71.08730125013628 42.37207428000286),41,1979,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Lilli Ann Rosenberg,Untitled (Buildings and train),,,,2.0,,"https://www.google.com/maps/search/?api=1&query=42.37207428,-71.08730125",42.37207428,-71.08730125,,,,,,,Lechmere,in,CAC.1979.05q,Rosenberg,Lilli Ann,Untitled,(Buildings and train),no,,"Ceramic tiles, glazed",Mosaic,Mosaic mural; Sculpture,31”(h) x 28”(w),Millers River Apartments,On building facade,673 Cambridge Street,Exterior,Non-city building,Non-city building,no,,East Cambridge,community,neighborhood; family; community; city; tree; nature; bird; animal; fish; sports; truck,,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC7905q_BuildingsandTrain_Rosenberg_MillersRiver.JPG,memorial
POINT (-71.1115578803215 42.37433327968715),306,2013,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Mel Zeigler,Taking Note: Path,,,,2.0,,"https://www.google.com/maps/search/?api=1&query=42.37433328,-71.11155788",42.37433328,-71.11155788,,,,,,,Harvard,in,CAC.13.02b,Zeigler,Mel,Taking Note,Path [red],no,,Painted aluminum,Sculpture,Metal Wall Sculpture,92.5”(h) x 99”(w),Cambridge Rindge and Latin School,"3-4th floors, stairwell 1, north wall",459 Broadway,Interior,School,School; Public Building,yes,"Call Public Art Administrator, 617-349-4388",Mid-Cambridge,school,drawing; metal; school,,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Ziegler_CAC1302b_Path.JPG,memorial
POINT (-71.08669356984502 42.36971260003969),27,2002,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Mags Harries & Lajos Heder,Drawn Water (Valve plate),,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_Play.pdf,,2.0,,"https://www.google.com/maps/search/?api=1&query=42.3697126,-71.08669357",42.3697126,-71.08669357,,,,,,,Kendell,same,CAC.02.01m,Harries; Heder,Mags; Lajos,Drawn Water,(Valve plate),no,,Bronze,Sculpture,Bronze Relief,"8"""" (dia.)",Kennedy-Longfellow Community School,Bronze relief in sidewalk outside of building,158 Spring Street,Exterior,School,School; Public Building; Pathway,no,,East Cambridge,water,water; swimming; frog; play; spirit; fun,This Way to Play,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/HarriesHeder_CAC0201m_KennedyLongfellow.jpg,oceanic
POINT (-71.10010298960421 42.36880159979736),259,1986,0,09/14/2021 12:00:00 AM,02/20/2022 12:00:00 AM,Gene Cauthen,Workers,,,,2.0,,"https://www.google.com/maps/search/?api=1&query=42.3688016,-71.10010299",42.3688016,-71.10010299,"Photo Credit: Craig Bailey, Perspective Photography",,,,,,Central,same,CAC.86.05,Cauthen,Gene,,Workers,no,,Bronze,Sculpture,Bronze,"31""""(h) x 29""""(w) x 7""""(d); 92”(h) with pole",Sennott Park,Intersection at Broadway and Tremont Street,,Exterior,Park,Park; Playground,no,,The Port,community,history; neighborhood; community; labor,,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Cauthen_Workers.jpg,nostalgia
POINT (-71.1076493596398 42.361137139561215),159,1987,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,David Phillips,Levitated Stone (Small frog water fountain),,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_Nature.pdf,,,,"https://www.google.com/maps/search/?api=1&query=42.36113714,-71.10764936",42.36113714,-71.10764936,,,,,,,Central,in,CAC.87.06i,Phillips,David,Levitated Stone,(Small frog water fountain),no,,Silicon bronze,Sculpture,Bronze Relief,"10.5""""(dia.) (each)",Dana Park,"Intersection at Corporal McTernan Street and Magazine street, outside of playground",,Exterior,Park,Park; Playground,no,,Cambridgeport,animal,frog; animal; fountain; outdoors; land; flora; fauna; nature,Next Stop Nature,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Phillips_LevitatedStones_13.JPG,goofy
POINT (-71.10102150951703 42.3740296097375),355,1987,2015,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Lisa Houck,The Bluefish is Good Tonight,,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_Ocean.pdf,,2.0,,"https://www.google.com/maps/search/?api=1&query=42.37402961,-71.10102151",42.37402961,-71.10102151,,,,,,,Inman,out,CAC.87.07,Houck,Lisa,The Bluefish is Good Tonight,,no,,Enamel paint on aluminum,Mural,Painted Mural,,Cambridge Health Alliance (Inman Square),"2nd story, exterior of building wall",237 Hampshire Street,Exterior,Non-city building,Non-city building,no,,Wellington-Harrington,nature,water; fish; nature; abstract; ocean; water; sea; sea creature,Ode to the Ocean,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_87_07_Houck.JPG,oceanic
POINT (-71.10338242957394 42.370079040224795),394,2004,2017,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Michael Glier,Town Green: Dutchman’s Pipe,,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_City.pdf,,,,"https://www.google.com/maps/search/?api=1&query=42.37007904,-71.10338243",42.37007904,-71.10338243,,,,,,,Central,in,CAC.04.01i,Glier,Michael,Town Green,Dutchman’s Pipe,no,,Acrylic and charcoal on sheetrock,Mural,Painted Mural,"103""""(h) x 81""""(w)",City Hall Annex,"3rd floor, east wall, next to receptionist desk",344 Broadway,Interior,Public Building,Public Building,no,,Mid-Cambridge,community,"about Cambridge; city; drawing, community; civic; government; democracy",Sense of City,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Glier_09_TownGreen_dutchmanspipe.jpg,industrial
POINT (-71.11556772981764 42.37231659991596),187,1997,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,David Phillips,Spiral (Snail),,,,,,"https://www.google.com/maps/search/?api=1&query=42.3723166,-71.11556773",42.3723166,-71.11556773,,,,,,,Harvard,in,CAC.97.02.20,Phillips,David,Spiral,(Snail),no,,Cast bronze,Sculpture,Bronze,5”-6.5”(h) x 3”-5”(w) x 3”-5.5”(d),Quincy Square,"Bronze snails are fence post tops, located at various points on the spiral iron fence that surrounds park and the island traffic median across the intersection",,Exterior,Public Square,Public Square,no,,Mid-Cambridge,insect,snail; nature; insect,,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Phillips_CAC970220_Spiral.jpg,oceanic
POINT (-71.10459978059576 42.37086626023598),56,2002,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Mags Harries & Lajos Heder,Drawn Water (Valve plate),,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_Play.pdf,,2.0,,"https://www.google.com/maps/search/?api=1&query=42.37086626,-71.10459978",42.37086626,-71.10459978,,,,,,,Central,same,CAC.02.01n,Harries; Heder,Mags; Lajos,Drawn Water,(Valve plate),no,,Bronze,Sculpture,Bronze Relief,"8"""" (dia.)",King Open School,Bronze relief in sidewalk outside of building,359 Broadway,Exterior,School,School; Public Building; Pathway,no,,Mid-Cambridge,water,water; swimming; fish; play; spirit; fun,This Way to Play,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/HarriesHeder_CAC0201n_FayetteSt.JPG,nostalgia
POINT (-71.13261112994306 42.399714569889454),115,1980,2020,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Juliet Kepes,Untitled (Diving Bird),,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_Flight.pdf,,,,"https://www.google.com/maps/search/?api=1&query=42.39971457,-71.13261113",42.39971457,-71.13261113,"Photo credit: Craig Bailey, Perspective Photography",,,,,,Davis,in,CAC.80.07b,Kepes,Juliet,Untitled (Birds),(Diving Bird),yes,,Bronze,Sculpture,Bronze relief,12.75”(h) x 12.75”(w),Clarendon Avenue Playground,Mounted to low stone wall; Intersection at Massachusetts Avenue and Clarendon Avenue,99 Clarendon Avenue,Exterior,Park,Park; Playground,no,,North Cambridge,animal,bird; animal; wings; soar; fly; flight,Take Flight,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Kepes_CAC8007b_PerspectivePhoto.JPG,industrial
POINT (-71.10067237048347 42.368321830163524),404,2018,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Marc Cooper,Untitled (Moses Youth Center Collaborative),,,,,,"https://www.google.com/maps/search/?api=1&query=42.36832183,-71.10067237",42.36832183,-71.10067237,,,https://www.cambridgema.gov/arts/publicart/flowgrants,https://www.cambridgema.gov/Departments/publicworks/cityprojects/2015/theportinfrasctructureimprovements,,,Central,in,CAC.18.01.1,Cooper,Marc,Untitled (Moses Youth Center Collaborative),,no,,"Mixed media/ Wood, canvas, fiberglass, paint, collage, and polyester surfboard resin",Sculpture,Sculpture,"49.24""""(h) x 96""""(w) x 45""""(d)",Moses Youth Center,back of building on deck,243 Harvard Street,Exterior,Public Building,"Public Building, Park",no,,,Abstract,Abstract; garden; surf; shape,,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Cooper_Untitled_01.jpg,industrial
POINT (-71.11536111949991 42.37215484016663),172,1997,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,David Phillips,Spiral (Snail),,,,,,"https://www.google.com/maps/search/?api=1&query=42.37215484,-71.11536112",42.37215484,-71.11536112,,,,,,,Harvard,in,CAC.97.02.17,Phillips,David,Spiral,(Snail),no,,Cast bronze,Sculpture,Bronze,5”-6.5”(h) x 3”-5”(w) x 3”-5.5”(d),Quincy Square,"Bronze snails are fence post tops, located at various points on the spiral iron fence that surrounds park and the island traffic median across the intersection",,Exterior,Public Square,Public Square,no,,Mid-Cambridge,insect,snail; nature; insect,,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Phillips_CAC970217_Spiral.jpg,nostalgia
POINT (-71.11492280964606 42.36763122023113),140,1999,2020,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,William Reimann,Untitled (Column with black capped chickadee),,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_Creature.pdf,,3.0,,"https://www.google.com/maps/search/?api=1&query=42.36763122,-71.11492281",42.36763122,-71.11492281,,,,,,,Harvard,in,CAC.99.08h,Reimann,William,Untitled,(Column with black capped chickadee),yes,,Granite (sandblasted) and paint,Sculpture,Stone,38”(h) x 9”(w) x 9”(d),Corporal Burns Park,Intersection at Memorial Drive and Flagg Street,,Exterior,Park,Park; Pathway,no,,Riverside,animal,bird; nature; animal; critter; creature,Inspect a Cantabridgian Creature,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_99_08_h_Reimann.jpg,sentimental
POINT (-71.1367607173699 42.38654281988998),424,2022,0,12/05/2022 12:00:00 AM,12/05/2022 12:00:00 AM,Dominic Michael Killiany,First African Safari,,,,,,https://goo.gl/maps/MP9jvMwDbrpE89vs6,42.38655,-71.136761,,,https://www.cambridgema.gov/arts/publicart/whatsnew/dominickillianyatuniversaldesignplayground,,,,Fresh Pond,same,CAC.22.01.7,Killiany,Dominic,,First African Safari,no,,Color pigments printed onto aluminum panel (detail from original acrylic painting),Mural,Digifuse Print,"40.5""(h) x 44.5""(w)","Danehy Park, Louis A. DePasquale Universal Design Playground","Tower structure, ground level",,Exterior,Playground,Park; Playground,no,,Neighborhood Nine,animals,painting; digifuse; color; shape; animal,,,Permanent,,industrial
POINT (-71.07954501964007 42.37028588991839),24,1989,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Dimitri Gerakaris,Centanni Way Garden Sculpture (Lily),,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_Garden.pdf,,2.0,,"https://www.google.com/maps/search/?api=1&query=42.37028589,-71.07954502",42.37028589,-71.07954502,,,,,,,Lechmere,same,CAC.89.01,Gerakaris,Dimitri,Centanni Way Garden Sculpture,(Lily),no,,Painted galvanized iron,Sculpture,Metal,"48”(h) x 36”(w) x 30""""(d)",Centanni Way Park/Bullfinch Sq,Walkway between Bullfinch Square and the Probate Courthouse,,Exterior,Pathway,Pathway,no,,East Cambridge,nature,metal; flower; plant; nature; garden; grow; nurture,Plant Yourself in a Garden,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Gerakaris_CAC8901_CentanniWayGardenSculpture.JPG,love
POINT (-71.10783672950662 42.35792032984685),9,2012,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Vivian Beer,Thunderhead,,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_Play.pdf,,1.0,,"https://www.google.com/maps/search/?api=1&query=42.35792033,-71.10783673",42.35792033,-71.10783673,,,,,,,Central,same,CAC.12.01,Beer,Vivian,,Thunderhead,no,,Stainless steel,Sculpture,Sculpture,70.75”(h) x 77”(w) x 30”(d),David Nunes Park,Intersection at Brookline Street and Alston Street,,Exterior,School,School; Public Building; Pathway,no,,Cambridgeport,bench,steel; bench; cloud; play; spirit; fun; fantasy,This Way to Play,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_12_01_Beer.JPG,memorial
POINT (-71.13978762030702 42.38414329010978),76,2002,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Mags Harries & Lajos Heder,Drawn Water (Valve plate),,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_Play.pdf,,2.0,,"https://www.google.com/maps/search/?api=1&query=42.38414329,-71.13978762",42.38414329,-71.13978762,,,,,,,Fresh Pond,same,CAC.02.01s,Harries; Heder,Mags; Lajos,Drawn Water,(Valve plate),no,,Bronze,Sculpture,Bronze Relief,"8"""" (dia.)",John M.Tobin Montessori Elementary School,Bronze relief in sidewalk outside of building,197 Vassal Ln.,Exterior,School,School; Public Building; Pathway,no,,West Cambridge,water,water; frog; play; spirit; fun,This Way to Play,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/HarriesHeder_CAC0201s_Tobin.JPG,sentimental
POINT (-71.13540892022779 42.388916040019616),291,1993,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Mierle Ukeles,Turnaround/Surround (Glassphalt Path),,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_Pedals.pdf,,2.0,,"https://www.google.com/maps/search/?api=1&query=42.38891604,-71.13540892",42.38891604,-71.13540892,,,,,,,Fresh Pond,in,CAC.99.10d,Ukeles,Mierle,Turnaround/Surround,(Glassphalt Path),no,,Recycled glass in asphalt,Landscape,Pathway,(throughout park),Danehy Park,Thoughout hill,,Exterior,Park,Park; Playground; Pathway,no,,Neighborhood Nine,land design,recycle; land design; biking; bike path,Push Those Pedals,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_99_10_4_Ukeles.JPG,goofy
POINT (-71.11054544008995 42.36773780024358),120,2003,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Murray Dewart,The Late Flower Alphabet: The Eye of Buddha,,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_Garden.pdf,,2.0,,"https://www.google.com/maps/search/?api=1&query=42.3677378,-71.11054544",42.3677378,-71.11054544,,,,,,,Central,in,CAC.03.01d,Dewart,Murray,The Late Flower Alphabet,The Eye of Buddha,no,,Bronze,Sculpture,Bronze,40” (h) x 10”(w) x 10”(d),Franklin Street Park,In a pocket park on left side,495 Franklin Street,Exterior,Park,Park,no,,Riverside,abstract,abstract; symbol; garden; plant; grow; nurture,Plant Yourself in a Garden,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Dewart_TheLateFlowerAlphabet_d_TheEyeofBuddha.jpg,love
POINT (-71.10781429984736 42.361590399987975),59,2007,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,John Powell,Dana Park Quotes (Binstock),,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_History.pdf,,2.0,,"https://www.google.com/maps/search/?api=1&query=42.3615904,-71.1078143",42.3615904,-71.1078143,,,,,,,Central,in,CAC.07.05d,Powell,John,Dana Park Quotes,(Binstock),no,,Aluminum,Sculpture,Kinetic Metal Sculpture,24”(dia.),Dana Park,"Quotes are located throughout the park, mounted to existing city light poles",,Exterior,Park,Park; Playground,no,,Cambridgeport,history,political; text; writing; history,Time Out for History,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Powell_CAC07054_Binstock.JPG,sentimental
POINT (-71.11637995042403 42.382344929802294),382,1996,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Nancy O'Neil,Untitled (Night heron and animal tracks),,,,,,"https://www.google.com/maps/search/?api=1&query=42.38234493,-71.11637995",42.38234493,-71.11637995,,,,,,,Porter,same,CAC.96.01e,O'Neil,Nancy,Untitled,(Night heron and animal tracks),no,,Hand-painted stained glass,Stained Glass,Stained glass,28”(h) x 22”(w),Maria L. Baldwin Elementary School,"Stairwell, levels 2-3 (left)",85 Oxford Street,Interior,School,School; Public Building,yes,"Call Public Art Administrator, 617-349-4388",Agassiz,light,"glass, color, light",,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_96_01e_ONeil.JPG,memorial
POINT (-71.07618248987625 42.366880309940655),236,1992,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Nancy Webb,Untitled (Campion and Fly),,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_Treasure.pdf,,2.0,,"https://www.google.com/maps/search/?api=1&query=42.36688031,-71.07618249",42.36688031,-71.07618249,,,,,,,Lechmere,in,CAC.92.03.36,Webb,Nancy,Untitled,(Campion and Fly),no,,Bronze,Sculpture,Bronze,Various sizes ranging from : 16”(h) x 25.5”(w) x 6”(d) and up to 15”(dia.),Charles Park,Intersection at Edwin H. Land Blvd. and Charles Street,,Exterior,Park,Park; Pathway,no,,East Cambridge,nature,insect; fly; plant; flower; nature; tiny; treasure; look close,Look Close! Find a Tiny Treasure,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_92_03_36_Webb.jpg,industrial
POINT (-71.13364150013196 42.38719405965698),247,1992,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Edward Levine,Floating Stones (Block),,,,,,"https://www.google.com/maps/search/?api=1&query=42.38719406,-71.1336415",42.38719406,-71.1336415,,,,,,,Fresh Pond,in,CAC.92.02e,Levine,Edward,Floating Stones,(Block),no,,"Granite blocks with steel inlay, polished-granite inlays (in ground)",Sculpture,Stone,24”(h) x 25”(w) x 25” (each block); 849” x 513” overall,Roethlisberger Park,"St. Peter’s Ball Field (right of right-field),",,Exterior,Park,Park;Playground,no,,Neighborhood Nine,abstract,stone; abstract; landscape,,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_92_02_Levine.JPG,sentimental
POINT (-71.07662235018826 42.36610111994618),208,1992,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Nancy Webb,Untitled (Cricket),,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_Treasure.pdf,,2.0,,"https://www.google.com/maps/search/?api=1&query=42.36610112,-71.07662235",42.36610112,-71.07662235,,,,,,,Lechmere,in,CAC.92.03.9a,Webb,Nancy,Untitled,(Cricket),no,,Bronze,Sculpture,Bronze Relief,Various sizes ranging from : 16”(h) x 25.5”(w) x 6”(d) and up to 15”(dia.),Charles Park,Intersection at Edwin H. Land Blvd. and Charles Street,,Exterior,Park,Park; Pathway,no,,East Cambridge,nature,insect; cricket; nature; tiny; treasure; look close,Look Close! Find a Tiny Treasure,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_92_03_9a_Webb.jpg,memorial
